set,block,ordinal,source_center,destination_center,half,model_timestamp,model_order,lambda_bits,gamma_bits,sample_rate_bits,norm_strategy,cache_path,local_difference,shared_difference,addgrain_cycles,select_cycles,model_near_cycles,cache_lookup_cycles,polynomial_cycles,gain_cycles
miss,9704,0,752136,753596,171,752767,16,0,1065101558,1194083328,2,4,10,10,273041,45554,30808,13613,319,30337
miss,9704,1,752305,753707,169,752767,16,0,1065101558,1194083328,2,1,0,0,34500,2382,1306,1771,0,0
miss,9704,2,752305,753817,169,752767,16,0,1065101558,1194083328,2,1,0,0,6790,2103,1202,188,0,0
miss,9985,0,770206,771527,233,769663,16,0,1065101558,1194083328,2,4,10,10,267294,48560,29218,10904,311,24936
miss,9985,1,770206,771678,233,769663,16,0,1065101558,1194083328,2,1,0,0,30203,4093,2309,1762,0,0
miss,9985,2,770430,771830,224,770815,16,0,1065101558,1194083328,2,4,10,10,26869,3855,1526,110,296,15970
miss,10520,0,804284,805695,201,804991,16,0,1065101558,1194083328,2,4,10,10,268554,40833,30037,13612,721,32729
miss,10520,1,804474,805829,201,804991,16,0,1065101558,1194083328,2,1,0,0,50226,8869,3936,5629,0,0
miss,10520,2,804474,805964,201,804991,16,0,1065101558,1194083328,2,1,0,0,8606,3311,1208,197,0,0
miss,10809,0,822942,824301,178,823423,16,0,1065101558,1194083328,2,4,10,10,268888,52803,33171,13612,1418,24754
miss,10809,1,822942,824427,178,823423,16,0,1065101558,1194083328,2,1,0,0,28346,3855,1480,1781,0,0
miss,10809,2,822942,824552,178,823423,16,0,1065101558,1194083328,2,1,0,0,8453,3582,1372,193,0,0
miss,11328,0,855949,857409,305,856447,16,0,1065101558,1194083328,2,4,10,10,264120,43715,33990,13630,336,27224
miss,11328,1,855949,857586,305,856447,16,0,1065101558,1194083328,2,1,0,0,35152,3286,1995,1779,0,0
miss,11328,2,855949,857763,305,856447,16,0,1065101558,1194083328,2,1,0,0,12106,4707,1910,201,0,0
miss,11748,0,882973,884329,210,882943,16,0,1065101558,1194083328,2,4,10,10,275190,51373,34843,10966,1434,25027
miss,11748,1,882973,884468,210,882943,16,0,1065101558,1194083328,2,1,0,0,31992,2975,2756,1783,0,0
miss,11748,2,883183,884608,210,883327,16,0,1065101558,1194083328,2,4,10,10,26056,2607,1993,104,308,15920
miss,12450,0,927836,929296,182,928255,16,0,1065101558,1194083328,2,4,10,10,269915,51416,21153,13666,1441,27883
miss,12450,1,928007,929416,171,928255,16,0,1065101558,1194083328,2,1,0,0,28196,3106,1973,1781,0,0
miss,12450,2,928007,929537,171,928255,16,0,1065101558,1194083328,2,1,0,0,8231,2833,1921,198,0,0
miss,13621,0,1002764,1004175,229,1003519,16,0,1065101558,1194083328,2,4,10,10,287960,41141,29507,9742,1393,26966
